| Kernel Combination             |   Initialization Number |   Epoch Number |   Training Loss |
|--------------------------------|-------------------------|----------------|-----------------|
| periodic + periodic + periodic |                       1 |              0 |       284.592   |
| periodic + periodic + periodic |                       1 |            100 |        37.2948  |
| periodic + periodic + periodic |                       1 |            200 |        27.1631  |
| periodic + periodic + periodic |                       1 |            300 |        22.4955  |
| periodic + periodic + periodic |                       1 |            400 |        19.6625  |
| periodic + periodic + periodic |                       1 |            500 |        17.7224  |
| periodic + periodic * periodic |                       1 |              0 |       267.302   |
| periodic + periodic * periodic |                       1 |            100 |        40.7446  |
| periodic + periodic * periodic |                       1 |            200 |        29.6156  |
| periodic + periodic * periodic |                       1 |            300 |        24.4666  |
| periodic + periodic * periodic |                       1 |            400 |        21.3286  |
| periodic + periodic * periodic |                       1 |            500 |        19.1725  |
| periodic * periodic * periodic |                       1 |              0 |       361.846   |
| periodic * periodic * periodic |                       1 |            100 |        55.6943  |
| periodic * periodic * periodic |                       1 |            200 |        40.1282  |
| periodic * periodic * periodic |                       1 |            300 |        32.8783  |
| periodic * periodic * periodic |                       1 |            400 |        28.4399  |
| periodic * periodic * periodic |                       1 |            500 |        25.3789  |
| periodic + periodic + RQ       |                       1 |              0 |       112.653   |
| periodic + periodic + RQ       |                       1 |            100 |        15.1812  |
| periodic + periodic + RQ       |                       1 |            200 |        11.2531  |
| periodic + periodic + RQ       |                       1 |            300 |         9.43494 |
| periodic + periodic + RQ       |                       1 |            400 |         8.3238  |
| periodic + periodic + RQ       |                       1 |            500 |         7.55647 |
| periodic + periodic * RQ       |                       1 |              0 |       133.437   |
| periodic + periodic * RQ       |                       1 |            100 |        19.859   |
| periodic + periodic * RQ       |                       1 |            200 |        14.6     |
| periodic + periodic * RQ       |                       1 |            300 |        12.1418  |
| periodic + periodic * RQ       |                       1 |            400 |        10.6289  |
| periodic + periodic * RQ       |                       1 |            500 |         9.57908 |
| periodic * periodic + RQ       |                       1 |              0 |       115.354   |
| periodic * periodic + RQ       |                       1 |            100 |        18.658   |
| periodic * periodic + RQ       |                       1 |            200 |        13.7999  |
| periodic * periodic + RQ       |                       1 |            300 |        11.5169  |
| periodic * periodic + RQ       |                       1 |            400 |        10.1056  |
| periodic * periodic + RQ       |                       1 |            500 |         9.12306 |
| periodic * periodic * RQ       |                       1 |              0 |       231.147   |
| periodic * periodic * RQ       |                       1 |            100 |        35.4072  |
| periodic * periodic * RQ       |                       1 |            200 |        25.6215  |
| periodic * periodic * RQ       |                       1 |            300 |        21.0173  |
| periodic * periodic * RQ       |                       1 |            400 |        18.1725  |
| periodic * periodic * RQ       |                       1 |            500 |        16.1938  |
| periodic + periodic + SE       |                       1 |              0 |       203.003   |
| periodic + periodic + SE       |                       1 |            100 |        20.5153  |
| periodic + periodic + SE       |                       1 |            200 |        14.6243  |
| periodic + periodic + SE       |                       1 |            300 |        11.9783  |
| periodic + periodic + SE       |                       1 |            400 |        10.3959  |
| periodic + periodic + SE       |                       1 |            500 |         9.32707 |
| periodic + periodic * SE       |                       1 |              0 |       273.227   |
| periodic + periodic * SE       |                       1 |            100 |        34.022   |
| periodic + periodic * SE       |                       1 |            200 |        23.49    |
| periodic + periodic * SE       |                       1 |            300 |        18.9307  |
| periodic + periodic * SE       |                       1 |            400 |        16.2409  |
| periodic + periodic * SE       |                       1 |            500 |        14.4194  |
| periodic * periodic + SE       |                       1 |              0 |       131.042   |
| periodic * periodic + SE       |                       1 |            100 |        20.9495  |
| periodic * periodic + SE       |                       1 |            200 |        15.3804  |
| periodic * periodic + SE       |                       1 |            300 |        12.766   |
| periodic * periodic + SE       |                       1 |            400 |        11.1262  |
| periodic * periodic + SE       |                       1 |            500 |         9.89062 |
| periodic * periodic * SE       |                       1 |              0 |       312.198   |
| periodic * periodic * SE       |                       1 |            100 |        46.0041  |
| periodic * periodic * SE       |                       1 |            200 |        32.0618  |
| periodic * periodic * SE       |                       1 |            300 |        25.6061  |
| periodic * periodic * SE       |                       1 |            400 |        21.7477  |
| periodic * periodic * SE       |                       1 |            500 |        19.158   |
| periodic + RQ + RQ             |                       1 |              0 |        90.2988  |
| periodic + RQ + RQ             |                       1 |            100 |        13.906   |
| periodic + RQ + RQ             |                       1 |            200 |        10.4242  |
| periodic + RQ + RQ             |                       1 |            300 |         8.79857 |
| periodic + RQ + RQ             |                       1 |            400 |         7.79778 |
| periodic + RQ + RQ             |                       1 |            500 |         7.10292 |
| periodic + RQ * RQ             |                       1 |              0 |       119.928   |
| periodic + RQ * RQ             |                       1 |            100 |        18.8455  |
| periodic + RQ * RQ             |                       1 |            200 |        13.9273  |
| periodic + RQ * RQ             |                       1 |            300 |        11.6197  |
| periodic + RQ * RQ             |                       1 |            400 |        10.1948  |
| periodic + RQ * RQ             |                       1 |            500 |         9.20362 |
| periodic * RQ + RQ             |                       1 |              0 |       111.232   |
| periodic * RQ + RQ             |                       1 |            100 |        18.2826  |
| periodic * RQ + RQ             |                       1 |            200 |        13.5552  |
| periodic * RQ + RQ             |                       1 |            300 |        11.3304  |
| periodic * RQ + RQ             |                       1 |            400 |         9.95327 |
| periodic * RQ + RQ             |                       1 |            500 |         8.99334 |
| periodic * RQ * RQ             |                       1 |              0 |       223.81    |
| periodic * RQ * RQ             |                       1 |            100 |        34.5243  |
| periodic * RQ * RQ             |                       1 |            200 |        25.032   |
| periodic * RQ * RQ             |                       1 |            300 |        20.5612  |
| periodic * RQ * RQ             |                       1 |            400 |        17.7955  |
| periodic * RQ * RQ             |                       1 |            500 |        15.8696  |
| periodic + RQ + SE             |                       1 |              0 |       131.794   |
| periodic + RQ + SE             |                       1 |            100 |        16.9782  |
| periodic + RQ + SE             |                       1 |            200 |        12.3322  |
| periodic + RQ + SE             |                       1 |            300 |        10.2215  |
| periodic + RQ + SE             |                       1 |            400 |         8.95476 |
| periodic + RQ + SE             |                       1 |            500 |         8.09055 |
| periodic + RQ * SE             |                       1 |              0 |       225.142   |
| periodic + RQ * SE             |                       1 |            100 |        29.703   |
| periodic + RQ * SE             |                       1 |            200 |        20.7996  |
| periodic + RQ * SE             |                       1 |            300 |        16.6225  |
| periodic + RQ * SE             |                       1 |            400 |        13.9492  |
| periodic + RQ * SE             |                       1 |            500 |        11.6925  |
| periodic * RQ + SE             |                       1 |              0 |       126.73    |
| periodic * RQ + SE             |                       1 |            100 |        19.4824  |
| periodic * RQ + SE             |                       1 |            200 |        14.6329  |
| periodic * RQ + SE             |                       1 |            300 |        10.7768  |
| periodic * RQ + SE             |                       1 |            400 |         9.06737 |
| periodic * RQ + SE             |                       1 |            500 |         7.8931  |
| periodic * RQ * SE             |                       1 |              0 |       249.61    |
| periodic * RQ * SE             |                       1 |            100 |        37.8298  |
| periodic * RQ * SE             |                       1 |            200 |        27.0754  |
| periodic * RQ * SE             |                       1 |            300 |        22.0571  |
| periodic * RQ * SE             |                       1 |            400 |        18.9868  |
| periodic * RQ * SE             |                       1 |            500 |        16.8692  |
| periodic + SE + SE             |                       1 |              0 |       303.877   |
| periodic + SE + SE             |                       1 |            100 |        27.8368  |
| periodic + SE + SE             |                       1 |            200 |        19.1766  |
| periodic + SE + SE             |                       1 |            300 |        15.3945  |
| periodic + SE + SE             |                       1 |            400 |        13.1594  |
| periodic + SE + SE             |                       1 |            500 |        11.6712  |
| periodic + SE * SE             |                       1 |              0 |       278.121   |
| periodic + SE * SE             |                       1 |            100 |        35.2035  |
| periodic + SE * SE             |                       1 |            200 |        24.3453  |
| periodic + SE * SE             |                       1 |            300 |        19.374   |
| periodic + SE * SE             |                       1 |            400 |        16.4192  |
| periodic + SE * SE             |                       1 |            500 |        14.461   |
| periodic * SE + SE             |                       1 |              0 |       164.475   |
| periodic * SE + SE             |                       1 |            100 |        25.4916  |
| periodic * SE + SE             |                       1 |            200 |        18.4585  |
| periodic * SE + SE             |                       1 |            300 |        15.1471  |
| periodic * SE + SE             |                       1 |            400 |        13.0837  |
| periodic * SE + SE             |                       1 |            500 |        11.6302  |
| periodic * SE * SE             |                       1 |              0 |       301.593   |
