| Kernel Combination                   |   Initialization Number |   Epoch Number |   Training Loss |
|--------------------------------------|-------------------------|----------------|-----------------|
| Periodic_0 + Periodic_0 + Periodic_0 |                       1 |              0 |       267.23    |
| Periodic_0 + Periodic_0 + Periodic_0 |                       1 |            100 |        36.0096  |
| Periodic_0 + Periodic_0 + Periodic_0 |                       1 |            200 |        26.2755  |
| Periodic_0 + Periodic_0 + Periodic_0 |                       1 |            300 |        21.7844  |
| Periodic_0 + Periodic_0 + Periodic_0 |                       1 |            400 |        19.0568  |
| Periodic_0 + Periodic_0 + Periodic_0 |                       1 |            500 |        17.1872  |
| Periodic_0 + Periodic_0 * Periodic_0 |                       1 |              0 |       259.715   |
| Periodic_0 + Periodic_0 * Periodic_0 |                       1 |            100 |        39.8332  |
| Periodic_0 + Periodic_0 * Periodic_0 |                       1 |            200 |        28.979   |
| Periodic_0 + Periodic_0 * Periodic_0 |                       1 |            300 |        23.9536  |
| Periodic_0 + Periodic_0 * Periodic_0 |                       1 |            400 |        20.8899  |
| Periodic_0 + Periodic_0 * Periodic_0 |                       1 |            500 |        18.7841  |
| Periodic_0 * Periodic_0 * Periodic_0 |                       1 |              0 |       355.656   |
| Periodic_0 * Periodic_0 * Periodic_0 |                       1 |            100 |        54.8727  |
| Periodic_0 * Periodic_0 * Periodic_0 |                       1 |            200 |        39.5536  |
| Periodic_0 * Periodic_0 * Periodic_0 |                       1 |            300 |        32.4159  |
| Periodic_0 * Periodic_0 * Periodic_0 |                       1 |            400 |        28.0447  |
| Periodic_0 * Periodic_0 * Periodic_0 |                       1 |            500 |        25.0293  |
| Periodic_0 + Periodic_0 + RBF_0      |                       1 |              0 |       164.317   |
| Periodic_0 + Periodic_0 + RBF_0      |                       1 |            100 |        17.7121  |
| Periodic_0 + Periodic_0 + RBF_0      |                       1 |            200 |        13.02    |
| Periodic_0 + Periodic_0 + RBF_0      |                       1 |            300 |        10.8565  |
| Periodic_0 + Periodic_0 + RBF_0      |                       1 |            400 |         9.53041 |
| Periodic_0 + Periodic_0 + RBF_0      |                       1 |            500 |         8.6079  |
| Periodic_0 + Periodic_0 * RBF_0      |                       1 |              0 |       180.594   |
| Periodic_0 + Periodic_0 * RBF_0      |                       1 |            100 |        20.9402  |
| Periodic_0 + Periodic_0 * RBF_0      |                       1 |            200 |        15.3913  |
| Periodic_0 + Periodic_0 * RBF_0      |                       1 |            300 |        12.7801  |
| Periodic_0 + Periodic_0 * RBF_0      |                       1 |            400 |        11.1784  |
| Periodic_0 + Periodic_0 * RBF_0      |                       1 |            500 |        10.0716  |
| Periodic_0 * Periodic_0 + RBF_0      |                       1 |              0 |       110.561   |
| Periodic_0 * Periodic_0 + RBF_0      |                       1 |            100 |        18.0751  |
| Periodic_0 * Periodic_0 + RBF_0      |                       1 |            200 |        13.4379  |
| Periodic_0 * Periodic_0 + RBF_0      |                       1 |            300 |        11.2566  |
| Periodic_0 * Periodic_0 + RBF_0      |                       1 |            400 |         9.9053  |
| Periodic_0 * Periodic_0 + RBF_0      |                       1 |            500 |         8.96172 |
| Periodic_0 * Periodic_0 * RBF_0      |                       1 |              0 |       218.358   |
| Periodic_0 * Periodic_0 * RBF_0      |                       1 |            100 |        34.0494  |
| Periodic_0 * Periodic_0 * RBF_0      |                       1 |            200 |        24.6682  |
| Periodic_0 * Periodic_0 * RBF_0      |                       1 |            300 |        20.2715  |
| Periodic_0 * Periodic_0 * RBF_0      |                       1 |            400 |        17.5614  |
| Periodic_0 * Periodic_0 * RBF_0      |                       1 |            500 |        15.6794  |
| Periodic_0 + Periodic_0 + Matern32_0 |                       1 |              0 |       137.284   |
| Periodic_0 + Periodic_0 + Matern32_0 |                       1 |            100 |        16.199   |
| Periodic_0 + Periodic_0 + Matern32_0 |                       1 |            200 |        11.9807  |
| Periodic_0 + Periodic_0 + Matern32_0 |                       1 |            300 |        10.0319  |
| Periodic_0 + Periodic_0 + Matern32_0 |                       1 |            400 |         8.84155 |
