| Kernel Combination             |   Initialization Number |   Training Loss |
| RQ + SE + SE * periodic + periodic + RQ                   |                       1 |         2.53778 |
| RQ + SE * SE + periodic + periodic + RQ                   |                       1 |         5.21556 |
| RQ + SE * SE * periodic + periodic + RQ                   |                       1 |         5.09275 |
| RQ * SE + SE + periodic + periodic + RQ                   |                       1 |         5.03267 |
| RQ * SE + SE * periodic + periodic + RQ                   |                       1 |         4.63976 |
| RQ * SE * SE + periodic + periodic + RQ                   |                       1 |         5.70271 |
| RQ * SE * SE * periodic + periodic + RQ                   |                       1 |         7.16058 |
| SE + SE + SE + periodic + periodic + RQ                   |                       1 |         6.66567 |
| SE + SE + SE * periodic + periodic + RQ                   |                       1 |         5.3581  |
| SE + SE * SE + periodic + periodic + RQ                   |                       1 |         5.31337 |
| SE + SE * SE * periodic + periodic + RQ                   |                       1 |         5.3147  |
| SE * SE + SE * periodic + periodic + RQ                   |                       1 |         4.81096 |
| SE * SE * SE + periodic + periodic + RQ                   |                       1 |         5.72823 |
| SE * SE * SE * periodic + periodic + RQ                   |                       1 |         7.23685 |

| Kernel Combination                                 |   Initialization Number |   Training Loss |
|----------------------------------------------------|-------------------------|-----------------|
| periodic + RQ + RQ + SE * periodic + periodic + RQ |                       1 |         3.81714 |
| periodic * RQ + RQ + SE * periodic + periodic + RQ |                       1 |         2.3643  |
| RQ + RQ + RQ + SE * periodic + periodic + RQ       |                       1 |         4.79974 |
| RQ * RQ + RQ + SE * periodic + periodic + RQ       |                       1 |         2.27244 |
| SE + RQ + RQ + SE * periodic + periodic + RQ       |                       1 |         5.36128 |
| SE * RQ + RQ + SE * periodic + periodic + RQ       |                       1 |         5.4104  |

