| Kernel Combination      |   Initialization Number | Epoch Number   |   Training Loss |
|-------------------------|-------------------------|----------------|-----------------|
| Periodic_0 + Periodic_0 |                       5 |                |        152.491  |
| Periodic_0 * Periodic_0 |                       5 |                |        142.608  |
| Periodic_0 + RBF_0      |                       5 |                |         91.5047 |
| Periodic_0 * RBF_0      |                       5 |                |         99.5721 |
| Periodic_0 + Matern32_0 |                       5 |                |         93.8765 |
| Periodic_0 * Matern32_0 |                       5 |                |         96.6183 |
| Periodic_0 + Matern52_0 |                       5 |                |         94.1162 |
| Periodic_0 * Matern52_0 |                       5 |                |         97.0028 |
| Periodic_0 + Cosine_0   |                       5 |                |        149.272  |
| Periodic_0 * Cosine_0   |                       5 |                |        138.086  |
| Periodic_0 + RQ_0       |                       5 |                |         92.57   |
| Periodic_0 * RQ_0       |                       5 |                |         95.6589 |
| Periodic_0 + Linear_0   |                       5 |                |        152.454  |
| Periodic_0 * Linear_0   |                       5 |                |        138.41   |
| RBF_0 + RBF_0           |                       5 |                |         96.779  |
| RBF_0 * RBF_0           |                       5 |                |        100.896  |
| RBF_0 + Matern32_0      |                       5 |                |         96.6974 |
| RBF_0 * Matern32_0      |                       5 |                |         97.1223 |
| RBF_0 + Matern52_0      |                       5 |                |         96.7785 |
| RBF_0 * Matern52_0      |                       5 |                |         98.309  |
| RBF_0 + Cosine_0        |                       5 |                |         97.5965 |
| RBF_0 * Cosine_0        |                       5 |                |        100.896  |
| RBF_0 + RQ_0            |                       5 |                |         96.5213 |
| RBF_0 * RQ_0            |                       5 |                |         96.7899 |
| RBF_0 + Linear_0        |                       5 |                |        100.896  |
| RBF_0 * Linear_0        |                       5 |                |         85.6561 |
| Matern32_0 + Matern32_0 |                       5 |                |         96.6974 |
| Matern32_0 * Matern32_0 |                       5 |                |         97.1281 |
| Matern32_0 + Matern52_0 |                       5 |                |         96.978  |
| Matern32_0 * Matern52_0 |                       5 |                |         97.1251 |
| Matern32_0 + Cosine_0   |                       5 |                |         94.36   |
| Matern32_0 * Cosine_0   |                       5 |                |         97.1207 |
| Matern32_0 + RQ_0       |                       5 |                |         96.6603 |
| Matern32_0 * RQ_0       |                       5 |                |         97.1223 |
| Matern32_0 + Linear_0   |                       5 |                |         97.1217 |
| Matern32_0 * Linear_0   |                       5 |                |         88.1683 |
| Matern52_0 + Matern52_0 |                       5 |                |         96.9568 |
| Matern52_0 * Matern52_0 |                       5 |                |         98.309  |
