| Kernel Combination                        |   Initialization Number |   Training Loss |
|-------------------------------------------|-------------------------|-----------------|
| periodic + periodic + periodic + periodic |                       1 |        32.0384  |
| periodic + periodic + periodic * periodic |                       1 |        32.474   |
| periodic + periodic * periodic * periodic |                       1 |        34.2988  |
| periodic * periodic + periodic * periodic |                       1 |        33.7254  |
| periodic * periodic * periodic * periodic |                       1 |        39.8652  |
| periodic + periodic + periodic + RQ       |                       1 |         7.19251 |
| periodic + periodic + periodic * RQ       |                       1 |         6.10342 |
| periodic + periodic * periodic + RQ       |                       1 |         7.21229 |
| periodic + periodic * periodic * RQ       |                       1 |         9.81124 |
| periodic * periodic + periodic * RQ       |                       1 |         9.32413 |
| periodic * periodic * periodic + RQ       |                       1 |         9.27132 |
| periodic * periodic * periodic * RQ       |                       1 |        16.5211  |
| periodic + periodic + periodic + SE       |                       1 |         7.22483 |
| periodic + periodic + periodic * SE       |                       1 |        13.0977  |
| periodic + periodic * periodic + SE       |                       1 |         7.46187 |
| periodic + periodic * periodic * SE       |                       1 |        12.0951  |
| periodic * periodic + periodic * SE       |                       1 |        11.6359  |
| periodic * periodic * periodic + SE       |                       1 |         9.90984 |
| periodic * periodic * periodic * SE       |                       1 |        19.9968  |
| periodic + periodic + RQ + RQ             |                       1 |         7.29612 |
| periodic + periodic + RQ * RQ             |                       1 |         5.91632 |
| periodic + periodic * RQ + RQ             |                       1 |         7.05314 |
| periodic + periodic * RQ * RQ             |                       1 |         9.4389  |
| periodic * periodic + RQ + RQ             |                       1 |         6.94564 |
| periodic * periodic + RQ * RQ             |                       1 |         9.34116 |
| periodic * periodic * RQ + RQ             |                       1 |         9.18144 |
| periodic * periodic * RQ * RQ             |                       1 |        16.3133  |
| periodic + periodic + RQ + SE             |                       1 |         7.78025 |
| periodic + periodic + RQ * SE             |                       1 |        11.3523  |
| periodic + periodic * RQ + SE             |                       1 |         7.34042 |
| periodic + periodic * RQ * SE             |                       1 |        10.8733  |
| periodic * periodic + RQ + SE             |                       1 |         6.91906 |
| periodic * periodic + RQ * SE             |                       1 |         9.46418 |
| periodic * periodic * RQ + SE             |                       1 |         9.21704 |
| periodic * periodic * RQ * SE             |                       1 |        16.3679  |
| periodic + periodic + SE + SE             |                       1 |         8.14943 |
| periodic + periodic + SE * SE             |                       1 |        11.6401  |
| periodic + periodic * SE + SE             |                       1 |         9.24983 |
| periodic + periodic * SE * SE             |                       1 |        12.4119  |
| periodic * periodic + SE + SE             |                       1 |         7.77653 |
| periodic * periodic + SE * SE             |                       1 |        11.6256  |
| periodic * periodic * SE + SE             |                       1 |        11.1648  |
| periodic * periodic * SE * SE             |                       1 |        18.6776  |
| periodic + RQ + RQ + RQ                   |                       1 |         8.01011 |
| periodic + RQ + RQ * RQ                   |                       1 |         6.37938 |
| periodic + RQ * RQ * RQ                   |                       1 |         9.58504 |
| periodic * RQ + RQ + RQ                   |                       1 |         6.93951 |
| periodic * RQ + RQ * RQ                   |                       1 |         9.29463 |
| periodic * RQ * RQ + RQ                   |                       1 |         9.18391 |
| periodic * RQ * RQ * RQ                   |                       1 |        16.2401  |
| periodic + RQ + RQ + SE                   |                       1 |         8.23497 |
| periodic + RQ + RQ * SE                   |                       1 |        11.6275  |
| periodic + RQ * RQ + SE                   |                       1 |         7.17969 |
| periodic + RQ * RQ * SE                   |                       1 |        10.7334  |
| periodic * RQ + RQ + SE                   |                       1 |         6.89308 |
