| Kernel Combination                        |   Initialization Number |   Training Loss |
| periodic * RQ + RQ * SE                   |                       1 |         9.43132 |
| periodic * RQ * RQ + SE                   |                       1 |         9.17253 |
| periodic * RQ * RQ * SE                   |                       1 |        16.2453  |
| periodic + RQ + SE + SE                   |                       1 |         9.35556 |
| periodic + RQ + SE * SE                   |                       1 |        12.2389  |
| periodic + RQ * SE + SE                   |                       1 |         8.74086 |
| periodic + RQ * SE * SE                   |                       1 |        11.6788  |
| periodic * RQ + SE + SE                   |                       1 |         7.01346 |
| periodic * RQ + SE * SE                   |                       1 |         9.62145 |
| periodic * RQ * SE + SE                   |                       1 |         9.23206 |
| periodic * RQ * SE * SE                   |                       1 |        16.4661  |
| periodic + SE + SE + SE                   |                       1 |        10.8393  |
| periodic + SE + SE * SE                   |                       1 |        12.1966  |
| periodic + SE * SE * SE                   |                       1 |        14.1069  |
| periodic * SE + SE + SE                   |                       1 |         8.74435 |
| periodic * SE + SE * SE                   |                       1 |        11.8465  |
| periodic * SE * SE + SE                   |                       1 |        11.0324  |
| periodic * SE * SE * SE                   |                       1 |        18.9322  |
| RQ + RQ + RQ + RQ                         |                       1 |         8.61353 |
| RQ + RQ + RQ * RQ                         |                       1 |         7.0753  |
| RQ + RQ * RQ * RQ                         |                       1 |         9.26493 |
| RQ * RQ + RQ * RQ                         |                       1 |         9.14435 |
| RQ * RQ * RQ * RQ                         |                       1 |        15.9922  |
| RQ + RQ + RQ + SE                         |                       1 |        10.1849  |
| RQ + RQ + RQ * SE                         |                       1 |        14.5839  |
| RQ + RQ * RQ + SE                         |                       1 |         7.08365 |
| RQ + RQ * RQ * SE                         |                       1 |        10.8213  |
| RQ * RQ + RQ * SE                         |                       1 |         9.78861 |
| RQ * RQ * RQ + SE                         |                       1 |         9.16815 |
| RQ * RQ * RQ * SE                         |                       1 |        16.2061  |
| RQ + RQ + SE + SE                         |                       1 |        12.2625  |
| RQ + RQ + SE * SE                         |                       1 |        15.3026  |
| RQ + RQ * SE + SE                         |                       1 |         9.65005 |
| RQ + RQ * SE * SE                         |                       1 |        12.3643  |
| RQ * RQ + SE + SE                         |                       1 |         7.1045  |
| RQ * RQ + SE * SE                         |                       1 |         9.71709 |
| RQ * RQ * SE + SE                         |                       1 |         9.21491 |
| RQ * RQ * SE * SE                         |                       1 |        16.3972  |
| RQ + SE + SE + SE                         |                       1 |        14.3707  |
| RQ + SE + SE * SE                         |                       1 |        14.6751  |
| RQ + SE * SE * SE                         |                       1 |        15.5967  |
| RQ * SE + SE + SE                         |                       1 |         7.82352 |
| RQ * SE + SE * SE                         |                       1 |        10.4424  |
| RQ * SE * SE + SE                         |                       1 |         9.46182 |
| RQ * SE * SE * SE                         |                       1 |        17.14    |
| SE + SE + SE + SE                         |                       1 |        20.6558  |
| SE + SE + SE * SE                         |                       1 |        14.5327  |
| SE + SE * SE * SE                         |                       1 |        15.7387  |
| SE * SE + SE * SE                         |                       1 |        12.5585  |
| SE * SE * SE * SE                         |                       1 |        21.7463  |

| Kernel Combination                       |   Initialization Number |   Training Loss |
|------------------------------------------|-------------------------|-----------------|
| periodic + periodic + periodic + RQ * RQ |                       1 |         7.6889  |
| periodic * periodic + periodic + RQ * RQ |                       1 |         6.24033 |
| RQ + periodic + periodic + RQ * RQ       |                       1 |        10.2454  |
| RQ * periodic + periodic + RQ * RQ       |                       1 |         5.73567 |
| SE + periodic + periodic + RQ * RQ       |                       1 |        13.0052  |
| SE * periodic + periodic + RQ * RQ       |                       1 |        17.1497  |

