| Kernel Combination   |   Initialization Number |   Training Loss |
| periodic + periodic + RQ + RQ * periodic + RQ * periodic + RQ |                       1 |         4.02474 |
| periodic + periodic * RQ + RQ * periodic + RQ * periodic + RQ |                       1 |         1.69948 |
| periodic * periodic + RQ + RQ * periodic + RQ * periodic + RQ |                       1 |         2.12697 |
| periodic * periodic * RQ + RQ * periodic + RQ * periodic + RQ |                       1 |         2.40258 |
| periodic + RQ + RQ + RQ * periodic + RQ * periodic + RQ       |                       1 |         4.44234 |
| periodic + RQ * RQ + RQ * periodic + RQ * periodic + RQ       |                       1 |         1.59832 |
| periodic * RQ + RQ + RQ * periodic + RQ * periodic + RQ       |                       1 |         2.10218 |
| periodic * RQ * RQ + RQ * periodic + RQ * periodic + RQ       |                       1 |         2.35964 |
| periodic + SE + RQ + RQ * periodic + RQ * periodic + RQ       |                       1 |         4.50623 |
| periodic + SE * RQ + RQ * periodic + RQ * periodic + RQ       |                       1 |         1.97618 |
| periodic * SE + RQ + RQ * periodic + RQ * periodic + RQ       |                       1 |         3.18012 |
| periodic * SE * RQ + RQ * periodic + RQ * periodic + RQ       |                       1 |         3.82739 |
| RQ + RQ + RQ + RQ * periodic + RQ * periodic + RQ             |                       1 |         6.04331 |
| RQ + RQ * RQ + RQ * periodic + RQ * periodic + RQ             |                       1 |         2.44495 |
| RQ * RQ * RQ + RQ * periodic + RQ * periodic + RQ             |                       1 |         3.19922 |
| RQ + SE + RQ + RQ * periodic + RQ * periodic + RQ             |                       1 |         6.09498 |
| RQ + SE * RQ + RQ * periodic + RQ * periodic + RQ             |                       1 |         2.00358 |
| RQ * SE * RQ + RQ * periodic + RQ * periodic + RQ             |                       1 |         4.23382 |
| SE + SE + RQ + RQ * periodic + RQ * periodic + RQ             |                       1 |         5.34462 |
| SE + SE * RQ + RQ * periodic + RQ * periodic + RQ             |                       1 |         3.47567 |
| SE * SE + RQ + RQ * periodic + RQ * periodic + RQ             |                       1 |         3.87697 |
| SE * SE * RQ + RQ * periodic + RQ * periodic + RQ             |                       1 |         5.06436 |

| Kernel Combination                                                 |   Initialization Number |   Training Loss |
|--------------------------------------------------------------------|-------------------------|-----------------|
| periodic + periodic + RQ * RQ + RQ * periodic + RQ * periodic + RQ |                       1 |       nan       |
| periodic * periodic + RQ * RQ + RQ * periodic + RQ * periodic + RQ |                       1 |       nan       |
| RQ + periodic + RQ * RQ + RQ * periodic + RQ * periodic + RQ       |                       1 |         4.52489 |
| RQ * periodic + RQ * RQ + RQ * periodic + RQ * periodic + RQ       |                       1 |         1.75809 |
| SE + periodic + RQ * RQ + RQ * periodic + RQ * periodic + RQ       |                       1 |         4.93403 |
| SE * periodic + RQ * RQ + RQ * periodic + RQ * periodic + RQ       |                       1 |         4.7208  |

