| Kernel Combination   |   Initialization Number |   Epoch Number |   Training Loss |
|----------------------|-------------------------|----------------|-----------------|
| periodic + periodic  |                       1 |              0 |        309.459  |
| periodic + periodic  |                       1 |            100 |         41.757  |
| periodic + periodic  |                       1 |            200 |         30.3438 |
| periodic * periodic  |                       1 |              0 |        397.571  |
| periodic * periodic  |                       1 |            100 |         57.8248 |
| periodic * periodic  |                       1 |            200 |         41.543  |
| periodic + RQ        |                       1 |              0 |        194.487  |
| periodic + RQ        |                       1 |            100 |         22.0198 |
| periodic + RQ        |                       1 |            200 |         16.1305 |
| periodic * RQ        |                       1 |              0 |        264.594  |
| periodic * RQ        |                       1 |            100 |         36.0555 |
| periodic * RQ        |                       1 |            200 |         26.0051 |
| periodic + SE        |                       1 |              0 |        218.638  |
| periodic + SE        |                       1 |            100 |         24.2234 |
| periodic + SE        |                       1 |            200 |         17.4057 |
| periodic * SE        |                       1 |              0 |        290.351  |
| periodic * SE        |                       1 |            100 |         39.6589 |
| periodic * SE        |                       1 |            200 |         28.5675 |
| periodic + Linear    |                       1 |              0 |        372.344  |
| periodic + Linear    |                       1 |            100 |         41.2136 |
| periodic + Linear    |                       1 |            200 |         29.3036 |
| periodic * Linear    |                       1 |              0 |      80091.4    |
| periodic * Linear    |                       1 |            100 |      11532.9    |
| periodic * Linear    |                       1 |            200 |       1166.18   |
| periodic + Matern32  |                       1 |              0 |        225.859  |
| periodic + Matern32  |                       1 |            100 |         23.6989 |
| periodic + Matern32  |                       1 |            200 |         17.2071 |
| periodic * Matern32  |                       1 |              0 |        295.599  |
| periodic * Matern32  |                       1 |            100 |         38.1381 |
| periodic * Matern32  |                       1 |            200 |         27.4116 |
| RQ + RQ              |                       1 |              0 |        201.328  |
| RQ + RQ              |                       1 |            100 |         20.4404 |
| RQ + RQ              |                       1 |            200 |         15.2685 |
| RQ * RQ              |                       1 |              0 |        217.219  |
| RQ * RQ              |                       1 |            100 |         33.5723 |
| RQ * RQ              |                       1 |            200 |         24.4628 |
| RQ + SE              |                       1 |              0 |        181.442  |
| RQ + SE              |                       1 |            100 |         20.3345 |
| RQ + SE              |                       1 |            200 |         15.0695 |
| RQ * SE              |                       1 |              0 |        222.775  |
| RQ * SE              |                       1 |            100 |         33.9068 |
| RQ * SE              |                       1 |            200 |         24.6723 |
| RQ + Linear          |                       1 |              0 |        308.089  |
| RQ + Linear          |                       1 |            100 |         34.2792 |
| RQ + Linear          |                       1 |            200 |         24.7788 |
| RQ * Linear          |                       1 |              0 |      21347.1    |
| RQ * Linear          |                       1 |            100 |       1061.1    |
| RQ * Linear          |                       1 |            200 |        771.002  |
| RQ + Matern32        |                       1 |              0 |        216.495  |
| RQ + Matern32        |                       1 |            100 |         21.6348 |
| RQ + Matern32        |                       1 |            200 |         15.8744 |
| RQ * Matern32        |                       1 |              0 |        241.261  |
| RQ * Matern32        |                       1 |            100 |         34.9789 |
| RQ * Matern32        |                       1 |            200 |         25.3468 |
| SE + SE              |                       1 |              0 |        259.998  |
| SE + SE              |                       1 |            100 |         27.1394 |
| SE + SE              |                       1 |            200 |         19.1633 |
| SE * SE              |                       1 |              0 |        288.954  |
| SE * SE              |                       1 |            100 |         37.5586 |
| SE * SE              |                       1 |            200 |         27.2156 |
| SE + Linear          |                       1 |              0 |        383.148  |
| SE + Linear          |                       1 |            100 |         40.6371 |
| SE + Linear          |                       1 |            200 |         28.2344 |
| SE * Linear          |                       1 |              0 |      35503.1    |
| SE * Linear          |                       1 |            100 |        802.655  |
| SE * Linear          |                       1 |            200 |        612.466  |
| SE + Matern32        |                       1 |              0 |        228.309  |
| SE + Matern32        |                       1 |            100 |         23.4298 |
| SE + Matern32        |                       1 |            200 |         16.9583 |
| SE * Matern32        |                       1 |              0 |        267.833  |
| SE * Matern32        |                       1 |            100 |         37.0929 |
| SE * Matern32        |                       1 |            200 |         26.6928 |
| Linear + Linear      |                       1 |              0 |      81021.1    |
| Linear + Linear      |                       1 |            100 |      12228.5    |
| Linear + Linear      |                       1 |            200 |       8658.19   |
| Linear * Linear      |                       1 |              0 |      35964.2    |
| Linear * Linear      |                       1 |            100 |       5428.87   |
| Linear * Linear      |                       1 |            200 |       3844.14   |
| Linear + Matern32    |                       1 |              0 |        390.201  |
| Linear + Matern32    |                       1 |            100 |         41.7346 |
| Linear + Matern32    |                       1 |            200 |         29.5797 |
| Linear * Matern32    |                       1 |              0 |      22647.1    |
| Linear * Matern32    |                       1 |            100 |       1000.27   |
| Linear * Matern32    |                       1 |            200 |        755.846  |
| Matern32 + Matern32  |                       1 |              0 |        192.166  |
| Matern32 + Matern32  |                       1 |            100 |         22.2644 |
| Matern32 + Matern32  |                       1 |            200 |         16.2057 |
| Matern32 * Matern32  |                       1 |              0 |        259.907  |
| Matern32 * Matern32  |                       1 |            100 |         36.8869 |
| Matern32 * Matern32  |                       1 |            200 |         26.5376 |

| Kernel Combination   |   Initialization Number |   Epoch Number |   Training Loss |
|----------------------|-------------------------|----------------|-----------------|
| RQ + SE + RQ + SE    |                       1 |              0 |       105.204   |
| RQ + SE + RQ + SE    |                       1 |            100 |        11.688   |
| RQ + SE + RQ + SE    |                       1 |            200 |         8.89494 |
| RQ + SE * RQ + SE    |                       1 |              0 |        60.6927  |
| RQ + SE * RQ + SE    |                       1 |            100 |        10.2966  |
| RQ + SE * RQ + SE    |                       1 |            200 |         7.92784 |

| Kernel Combination            |   Initialization Number |   Epoch Number |   Training Loss |
|-------------------------------|-------------------------|----------------|-----------------|
| periodic + periodic + RQ + SE |                       1 |              0 |       100.165   |
| periodic + periodic + RQ + SE |                       1 |            100 |        12.2079  |
| periodic + periodic + RQ + SE |                       1 |            200 |         9.23199 |
| periodic + periodic * RQ + SE |                       1 |              0 |        69.8913  |
| periodic + periodic * RQ + SE |                       1 |            100 |        10.8331  |
| periodic + periodic * RQ + SE |                       1 |            200 |         8.27851 |
| periodic * periodic + RQ + SE |                       1 |              0 |        73.9844  |
| periodic * periodic + RQ + SE |                       1 |            100 |        12.7412  |
| periodic * periodic + RQ + SE |                       1 |            200 |         9.66459 |
| periodic * periodic * RQ + SE |                       1 |              0 |       114.275   |
| periodic * periodic * RQ + SE |                       1 |            100 |        18.4182  |
| periodic * periodic * RQ + SE |                       1 |            200 |        13.6154  |
| periodic + RQ + RQ + SE       |                       1 |              0 |        88.6274  |
| periodic + RQ + RQ + SE       |                       1 |            100 |        11.4276  |
| periodic + RQ + RQ + SE       |                       1 |            200 |         8.74355 |
| periodic + RQ * RQ + SE       |                       1 |              0 |        62.8531  |
| periodic + RQ * RQ + SE       |                       1 |            100 |        10.3388  |
| periodic + RQ * RQ + SE       |                       1 |            200 |         7.98014 |
| periodic * RQ + RQ + SE       |                       1 |              0 |        73.6606  |
| periodic * RQ + RQ + SE       |                       1 |            100 |        12.7147  |
| periodic * RQ + RQ + SE       |                       1 |            200 |         9.6474  |
| periodic * RQ * RQ + SE       |                       1 |              0 |       113.604   |
| periodic * RQ * RQ + SE       |                       1 |            100 |        18.1781  |
| periodic * RQ * RQ + SE       |                       1 |            200 |        13.5201  |
| periodic + SE + RQ + SE       |                       1 |              0 |       102.028   |
| periodic + SE + RQ + SE       |                       1 |            100 |        11.9909  |
| periodic + SE + RQ + SE       |                       1 |            200 |         9.0553  |
| periodic + SE * RQ + SE       |                       1 |              0 |        65.5369  |
| periodic + SE * RQ + SE       |                       1 |            100 |        10.485   |
