| Kernel Combination             |   Initialization Number |   Epoch Number |   Training Loss |
|--------------------------------|-------------------------|----------------|-----------------|
| periodic + periodic + periodic |                       1 |              0 |       264.798   |
| periodic + periodic + periodic |                       1 |            100 |        36.1436  |
| periodic + periodic + periodic |                       1 |            200 |        26.3749  |
| periodic + periodic + periodic |                       1 |            300 |        21.8684  |
| periodic + periodic + periodic |                       1 |            400 |        19.131   |
| periodic + periodic + periodic |                       1 |            500 |        17.2545  |
| periodic + periodic * periodic |                       1 |              0 |       260.811   |
| periodic + periodic * periodic |                       1 |            100 |        40.0355  |
| periodic + periodic * periodic |                       1 |            200 |        29.127   |
| periodic + periodic * periodic |                       1 |            300 |        24.076   |
| periodic + periodic * periodic |                       1 |            400 |        20.9966  |
| periodic + periodic * periodic |                       1 |            500 |        18.8798  |
| periodic * periodic * periodic |                       1 |              0 |       356.716   |
| periodic * periodic * periodic |                       1 |            100 |        55.0577  |
| periodic * periodic * periodic |                       1 |            200 |        39.69    |
| periodic * periodic * periodic |                       1 |            300 |        32.5292  |
| periodic * periodic * periodic |                       1 |            400 |        28.1436  |
| periodic * periodic * periodic |                       1 |            500 |        25.1182  |
| periodic + periodic + RQ       |                       1 |              0 |       108.901   |
| periodic + periodic + RQ       |                       1 |            100 |        14.9742  |
| periodic + periodic + RQ       |                       1 |            200 |        11.118   |
| periodic + periodic + RQ       |                       1 |            300 |         9.33002 |
| periodic + periodic + RQ       |                       1 |            400 |         8.23581 |
| periodic + periodic + RQ       |                       1 |            500 |         7.47947 |
| periodic + periodic * RQ       |                       1 |              0 |       132.564   |
| periodic + periodic * RQ       |                       1 |            100 |        18.9903  |
| periodic + periodic * RQ       |                       1 |            200 |        13.9656  |
| periodic + periodic * RQ       |                       1 |            300 |        11.6843  |
| periodic + periodic * RQ       |                       1 |            400 |        10.2733  |
| periodic + periodic * RQ       |                       1 |            500 |         9.28644 |
| periodic * periodic + RQ       |                       1 |              0 |       108.281   |
| periodic * periodic + RQ       |                       1 |            100 |        17.9431  |
| periodic * periodic + RQ       |                       1 |            200 |        13.3279  |
| periodic * periodic + RQ       |                       1 |            300 |        11.1539  |
| periodic * periodic + RQ       |                       1 |            400 |         9.80682 |
| periodic * periodic + RQ       |                       1 |            500 |         8.86707 |
| periodic * periodic * RQ       |                       1 |              0 |       217.9     |
| periodic * periodic * RQ       |                       1 |            100 |        33.797   |
| periodic * periodic * RQ       |                       1 |            200 |        24.5551  |
| periodic * periodic * RQ       |                       1 |            300 |        20.1961  |
| periodic * periodic * RQ       |                       1 |            400 |        17.4975  |
| periodic * periodic * RQ       |                       1 |            500 |        15.6168  |
| periodic + periodic + SE       |                       1 |              0 |       147.458   |
| periodic + periodic + SE       |                       1 |            100 |        17.0753  |
| periodic + periodic + SE       |                       1 |            200 |        12.5915  |
| periodic + periodic + SE       |                       1 |            300 |        10.5118  |
| periodic + periodic + SE       |                       1 |            400 |         9.23333 |
| periodic + periodic + SE       |                       1 |            500 |         8.34733 |
| periodic + periodic * SE       |                       1 |              0 |       180.093   |
| periodic + periodic * SE       |                       1 |            100 |        20.9004  |
| periodic + periodic * SE       |                       1 |            200 |        15.3765  |
| periodic + periodic * SE       |                       1 |            300 |        12.7744  |
| periodic + periodic * SE       |                       1 |            400 |        11.1772  |
