| Kernel Combination                        |   Initialization Number |   Training Loss |
| RQ * SE + SE * Matern                     |                       1 |       -0.598385 |
| RQ * SE * SE + Matern                     |                       1 |       -0.598129 |
| RQ * SE * SE * Matern                     |                       1 |       -0.606999 |
| RQ + SE + Matern + Matern                 |                       1 |       -0.593935 |
| RQ + SE + Matern * Matern                 |                       1 |       -0.595588 |
| RQ + SE * Matern + Matern                 |                       1 |       -0.595519 |
| RQ + SE * Matern * Matern                 |                       1 |       -0.598361 |
| RQ * SE + Matern + Matern                 |                       1 |       -0.595438 |
| RQ * SE + Matern * Matern                 |                       1 |       -0.598228 |
| RQ * SE * Matern + Matern                 |                       1 |       -0.598132 |
| RQ * SE * Matern * Matern                 |                       1 |       -0.607008 |
| RQ + Matern + Matern + Matern             |                       1 |       -0.593839 |
| RQ + Matern + Matern * Matern             |                       1 |       -0.595531 |
| RQ + Matern * Matern * Matern             |                       1 |       -0.598258 |
| RQ * Matern + Matern + Matern             |                       1 |       -0.595454 |
| RQ * Matern + Matern * Matern             |                       1 |       -0.598226 |
| RQ * Matern * Matern + Matern             |                       1 |       -0.59813  |
| RQ * Matern * Matern * Matern             |                       1 |       -0.606986 |
| SE + SE + SE + SE                         |                       1 |       -0.595739 |
| SE + SE + SE * SE                         |                       1 |       -0.595755 |
| SE + SE * SE * SE                         |                       1 |       -0.59574  |
| SE * SE + SE * SE                         |                       1 |       -0.59802  |
| SE * SE * SE * SE                         |                       1 |       -0.595687 |
| SE + SE + SE + Matern                     |                       1 |       -0.590406 |
| SE + SE + SE * Matern                     |                       1 |       -0.6032   |
| SE + SE * SE + Matern                     |                       1 |       -0.592048 |
| SE + SE * SE * Matern                     |                       1 |       -0.603204 |
| SE * SE + SE * Matern                     |                       1 |       -0.603203 |
| SE * SE * SE + Matern                     |                       1 |       -0.594755 |
| SE * SE * SE * Matern                     |                       1 |       -0.603242 |
| SE + SE + Matern + Matern                 |                       1 |       -0.594758 |
| SE + SE + Matern * Matern                 |                       1 |       -0.604512 |
| SE + SE * Matern + Matern                 |                       1 |       -0.603203 |
| SE + SE * Matern * Matern                 |                       1 |       -0.603451 |
| SE * SE + Matern + Matern                 |                       1 |       -0.5973   |
| SE * SE + Matern * Matern                 |                       1 |       -0.604815 |
| SE * SE * Matern + Matern                 |                       1 |       -0.603202 |
| SE * SE * Matern * Matern                 |                       1 |       -0.603374 |
| SE + Matern + Matern + Matern             |                       1 |       -0.598595 |
| SE + Matern + Matern * Matern             |                       1 |       -0.604747 |
| SE + Matern * Matern * Matern             |                       1 |       -0.603866 |
| SE * Matern + Matern + Matern             |                       1 |       -0.603183 |
| SE * Matern + Matern * Matern             |                       1 |       -0.603431 |
| SE * Matern * Matern + Matern             |                       1 |       -0.604804 |
| SE * Matern * Matern * Matern             |                       1 |       -0.602932 |
| Matern + Matern + Matern + Matern         |                       1 |       -0.603219 |
| Matern + Matern + Matern * Matern         |                       1 |       -0.603428 |
| Matern + Matern * Matern * Matern         |                       1 |       -0.60291  |
| Matern * Matern + Matern * Matern         |                       1 |       -0.603841 |
| Matern * Matern * Matern * Matern         |                       1 |       -0.602378 |

| Kernel Combination                                |   Initialization Number |   Training Loss |
|---------------------------------------------------|-------------------------|-----------------|
| periodic + periodic + periodic + SE + SE + Matern |                       1 |       -0.600566 |
| periodic + periodic * periodic + SE + SE + Matern |                       1 |       -0.600757 |
| periodic * periodic * periodic + SE + SE + Matern |                       1 |       -0.597736 |
| periodic + RQ + periodic + SE + SE + Matern       |                       1 |       -0.600506 |
| periodic + RQ * periodic + SE + SE + Matern       |                       1 |       -0.595079 |
| periodic * RQ * periodic + SE + SE + Matern       |                       1 |       -0.600744 |
| periodic + SE + periodic + SE + SE + Matern       |                       1 |       -0.587112 |
| periodic + SE * periodic + SE + SE + Matern       |                       1 |       -0.595031 |
| periodic * SE * periodic + SE + SE + Matern       |                       1 |       -0.600668 |
| periodic + Matern + periodic + SE + SE + Matern   |                       1 |       -0.587063 |
| periodic + Matern * periodic + SE + SE + Matern   |                       1 |       -0.59496  |
| periodic * Matern * periodic + SE + SE + Matern   |                       1 |       -0.600722 |
| RQ + RQ + periodic + SE + SE + Matern             |                       1 |       -0.60078  |
| RQ + RQ * periodic + SE + SE + Matern             |                       1 |       -0.608451 |
| RQ * RQ + periodic + SE + SE + Matern             |                       1 |       -0.600483 |
| RQ * RQ * periodic + SE + SE + Matern             |                       1 |       -0.608438 |
| RQ + SE + periodic + SE + SE + Matern             |                       1 |       -0.599136 |
| RQ + SE * periodic + SE + SE + Matern             |                       1 |       -0.603276 |
| RQ * SE + periodic + SE + SE + Matern             |                       1 |       -0.600645 |
| RQ * SE * periodic + SE + SE + Matern             |                       1 |       -0.585516 |
| RQ + Matern + periodic + SE + SE + Matern         |                       1 |       -0.599085 |
| RQ + Matern * periodic + SE + SE + Matern         |                       1 |       -0.603226 |
| RQ * Matern + periodic + SE + SE + Matern         |                       1 |       -0.60065  |
| RQ * Matern * periodic + SE + SE + Matern         |                       1 |       -0.58555  |
| SE + SE + periodic + SE + SE + Matern             |                       1 |       -0.583477 |
| SE + SE * periodic + SE + SE + Matern             |                       1 |       -0.585585 |
| SE * SE + periodic + SE + SE + Matern             |                       1 |       -0.584338 |
| SE * SE * periodic + SE + SE + Matern             |                       1 |       -0.585587 |
| SE + Matern + periodic + SE + SE + Matern         |                       1 |       -0.583431 |
| SE + Matern * periodic + SE + SE + Matern         |                       1 |       -0.585582 |
| SE * Matern + periodic + SE + SE + Matern         |                       1 |       -0.584368 |
| SE * Matern * periodic + SE + SE + Matern         |                       1 |       -0.585605 |
| Matern + Matern + periodic + SE + SE + Matern     |                       1 |       -0.583377 |
| Matern + Matern * periodic + SE + SE + Matern     |                       1 |       -0.585504 |
| Matern * Matern + periodic + SE + SE + Matern     |                       1 |       -0.584347 |
| Matern * Matern * periodic + SE + SE + Matern     |                       1 |       -0.585495 |

