| Kernel Combination      |   Initialization Number |   Epoch Number |   Training Loss |
|-------------------------|-------------------------|----------------|-----------------|
| Periodic_0 + Periodic_0 |                       1 |              0 |        345.537  |
| Periodic_0 + Periodic_0 |                       1 |            100 |         43.7704 |
| Periodic_0 + Periodic_0 |                       1 |            200 |         31.6459 |
| Periodic_0 + Periodic_0 |                       1 |            300 |         26.0585 |
| Periodic_0 + Periodic_0 |                       1 |            400 |         22.6666 |
| Periodic_0 + Periodic_0 |                       1 |            500 |         20.3421 |
| Periodic_0 * Periodic_0 |                       1 |              0 |        391.412  |
| Periodic_0 * Periodic_0 |                       1 |            100 |         57.722  |
| Periodic_0 * Periodic_0 |                       1 |            200 |         41.4171 |
| Periodic_0 * Periodic_0 |                       1 |            300 |         33.8636 |
| Periodic_0 * Periodic_0 |                       1 |            400 |         29.254  |
| Periodic_0 * Periodic_0 |                       1 |            500 |         26.0821 |
| Periodic_0 + RBF_0      |                       1 |              0 |        321.975  |
| Periodic_0 + RBF_0      |                       1 |            100 |         32.3638 |
| Periodic_0 + RBF_0      |                       1 |            200 |         22.4964 |
| Periodic_0 + RBF_0      |                       1 |            300 |         18.0846 |
| Periodic_0 + RBF_0      |                       1 |            400 |         15.4812 |
| Periodic_0 + RBF_0      |                       1 |            500 |         13.7331 |
| Periodic_0 * RBF_0      |                       1 |              0 |        499.416  |
| Periodic_0 * RBF_0      |                       1 |            100 |         62.0011 |
| Periodic_0 * RBF_0      |                       1 |            200 |         42.8427 |
| Periodic_0 * RBF_0      |                       1 |            300 |         34.2719 |
| Periodic_0 * RBF_0      |                       1 |            400 |         29.1384 |
| Periodic_0 * RBF_0      |                       1 |            500 |         25.6442 |
| Periodic_0 + Matern32_0 |                       1 |              0 |        361.757  |
| Periodic_0 + Matern32_0 |                       1 |            100 |         34.2661 |
| Periodic_0 + Matern32_0 |                       1 |            200 |         23.6624 |
| Periodic_0 + Matern32_0 |                       1 |            300 |         18.9423 |
| Periodic_0 + Matern32_0 |                       1 |            400 |         16.1494 |
| Periodic_0 + Matern32_0 |                       1 |            500 |         14.2708 |
