| Kernel Combination                        |   Initialization Number |   Training Loss |
| periodic * periodic * periodic * periodic * periodic + periodic + RQ * RQ |                       1 |         5.60428 |
| periodic + periodic + periodic + RQ + periodic + periodic + RQ * RQ       |                       1 |         3.74887 |
| periodic + periodic + periodic + RQ * periodic + periodic + RQ * RQ       |                       1 |         1.88321 |
| periodic + periodic + periodic * RQ * periodic + periodic + RQ * RQ       |                       1 |         2.17312 |
| periodic + periodic * periodic + RQ + periodic + periodic + RQ * RQ       |                       1 |         4.66053 |
| periodic + periodic * periodic + RQ * periodic + periodic + RQ * RQ       |                       1 |         2.41778 |
| periodic + periodic * periodic * RQ * periodic + periodic + RQ * RQ       |                       1 |         2.99926 |
| periodic * periodic + periodic * RQ * periodic + periodic + RQ * RQ       |                       1 |         2.92265 |
| periodic * periodic * periodic + RQ + periodic + periodic + RQ * RQ       |                       1 |         5.08927 |
| periodic * periodic * periodic + RQ * periodic + periodic + RQ * RQ       |                       1 |         2.91724 |
| periodic * periodic * periodic * RQ * periodic + periodic + RQ * RQ       |                       1 |         7.14379 |
| periodic + periodic + periodic + SE + periodic + periodic + RQ * RQ       |                       1 |         3.98268 |
| periodic + periodic + periodic + SE * periodic + periodic + RQ * RQ       |                       1 |         1.89049 |
| periodic + periodic + periodic * SE * periodic + periodic + RQ * RQ       |                       1 |         3.00302 |
| periodic + periodic * periodic + SE * periodic + periodic + RQ * RQ       |                       1 |         2.12608 |
| periodic + periodic * periodic * SE * periodic + periodic + RQ * RQ       |                       1 |         4.1025  |
| periodic * periodic + periodic * SE * periodic + periodic + RQ * RQ       |                       1 |         2.96551 |
| periodic * periodic * periodic * SE * periodic + periodic + RQ * RQ       |                       1 |         7.23273 |
| periodic + periodic + RQ + RQ + periodic + periodic + RQ * RQ             |                       1 |         3.85634 |
| periodic + periodic + RQ + RQ * periodic + periodic + RQ * RQ             |                       1 |         1.80218 |
| periodic + periodic + RQ * RQ + periodic + periodic + RQ * RQ             |                       1 |         4.64494 |
| periodic + periodic + RQ * RQ * periodic + periodic + RQ * RQ             |                       1 |         2.11347 |
| periodic + periodic * RQ + RQ * periodic + periodic + RQ * RQ             |                       1 |         2.09864 |
| periodic + periodic * RQ * RQ * periodic + periodic + RQ * RQ             |                       1 |         2.95127 |
| periodic * periodic + RQ + RQ + periodic + periodic + RQ * RQ             |                       1 |         4.63721 |
| periodic * periodic + RQ + RQ * periodic + periodic + RQ * RQ             |                       1 |         2.07329 |
| periodic * periodic + RQ * RQ + periodic + periodic + RQ * RQ             |                       1 |         5.08715 |
| periodic * periodic + RQ * RQ * periodic + periodic + RQ * RQ             |                       1 |         4.65244 |
| periodic * periodic * RQ + RQ + periodic + periodic + RQ * RQ             |                       1 |         5.05007 |
| periodic * periodic * RQ + RQ * periodic + periodic + RQ * RQ             |                       1 |         2.91144 |
| periodic * periodic * RQ * RQ * periodic + periodic + RQ * RQ             |                       1 |         7.11409 |
| periodic + periodic + RQ + SE + periodic + periodic + RQ * RQ             |                       1 |         3.94906 |
| periodic + periodic + RQ + SE * periodic + periodic + RQ * RQ             |                       1 |         1.77177 |
| periodic + periodic + RQ * SE + periodic + periodic + RQ * RQ             |                       1 |         4.9088  |
| periodic + periodic + RQ * SE * periodic + periodic + RQ * RQ             |                       1 |         4.43861 |
| periodic + periodic * RQ + SE + periodic + periodic + RQ * RQ             |                       1 |         2.98048 |
| periodic + periodic * RQ + SE * periodic + periodic + RQ * RQ             |                       1 |         2.09441 |
| periodic + periodic * RQ * SE * periodic + periodic + RQ * RQ             |                       1 |         3.04918 |
| periodic * periodic + RQ + SE + periodic + periodic + RQ * RQ             |                       1 |         4.60784 |
| periodic * periodic + RQ + SE * periodic + periodic + RQ * RQ             |                       1 |         3.83428 |
| periodic * periodic + RQ * SE + periodic + periodic + RQ * RQ             |                       1 |         5.03502 |
| periodic * periodic + RQ * SE * periodic + periodic + RQ * RQ             |                       1 |         4.63308 |
| periodic * periodic * RQ + SE + periodic + periodic + RQ * RQ             |                       1 |         5.03995 |
| periodic * periodic * RQ + SE * periodic + periodic + RQ * RQ             |                       1 |         4.59672 |
| periodic * periodic * RQ * SE * periodic + periodic + RQ * RQ             |                       1 |         6.94242 |
| periodic + periodic + SE + SE + periodic + periodic + RQ * RQ             |                       1 |         4.21014 |
| periodic + periodic + SE + SE * periodic + periodic + RQ * RQ             |                       1 |         2.02303 |
| periodic + periodic + SE * SE + periodic + periodic + RQ * RQ             |                       1 |         4.88192 |
| periodic + periodic + SE * SE * periodic + periodic + RQ * RQ             |                       1 |         3.10065 |
| periodic + periodic * SE + SE * periodic + periodic + RQ * RQ             |                       1 |         2.1481  |
| periodic + periodic * SE * SE * periodic + periodic + RQ * RQ             |                       1 |         2.98977 |
| periodic * periodic + SE + SE + periodic + periodic + RQ * RQ             |                       1 |         4.59265 |
| periodic * periodic + SE + SE * periodic + periodic + RQ * RQ             |                       1 |         3.82941 |
| periodic * periodic + SE * SE + periodic + periodic + RQ * RQ             |                       1 |         5.02919 |
| periodic * periodic + SE * SE * periodic + periodic + RQ * RQ             |                       1 |         4.61643 |
| periodic * periodic * SE + SE + periodic + periodic + RQ * RQ             |                       1 |         5.02994 |
| periodic * periodic * SE + SE * periodic + periodic + RQ * RQ             |                       1 |         4.592   |
| periodic * periodic * SE * SE * periodic + periodic + RQ * RQ             |                       1 |         6.9404  |
| periodic + RQ + RQ + RQ + periodic + periodic + RQ * RQ                   |                       1 |         4.23363 |
| periodic + RQ + RQ + RQ * periodic + periodic + RQ * RQ                   |                       1 |         1.81127 |
| periodic + RQ + RQ * RQ + periodic + periodic + RQ * RQ                   |                       1 |         4.62768 |
| periodic + RQ + RQ * RQ * periodic + periodic + RQ * RQ                   |                       1 |         3.85393 |
| periodic + RQ * RQ + RQ * periodic + periodic + RQ * RQ                   |                       1 |         3.81296 |
| periodic + RQ * RQ * RQ + periodic + periodic + RQ * RQ                   |                       1 |         5.02935 |
| periodic + RQ * RQ * RQ * periodic + periodic + RQ * RQ                   |                       1 |         4.61128 |
| periodic * RQ + RQ + RQ * periodic + periodic + RQ * RQ                   |                       1 |         3.79471 |
| periodic * RQ + RQ * RQ * periodic + periodic + RQ * RQ                   |                       1 |         4.57368 |
| periodic * RQ * RQ * RQ * periodic + periodic + RQ * RQ                   |                       1 |         6.89979 |
| periodic + RQ + RQ + SE + periodic + periodic + RQ * RQ                   |                       1 |         4.62375 |
| periodic + RQ + RQ + SE * periodic + periodic + RQ * RQ                   |                       1 |         1.73017 |
| periodic + RQ + RQ * SE + periodic + periodic + RQ * RQ                   |                       1 |         3.04218 |
| periodic + RQ + RQ * SE * periodic + periodic + RQ * RQ                   |                       1 |         2.37966 |
| periodic + RQ * RQ + SE + periodic + periodic + RQ * RQ                   |                       1 |         4.59142 |
| periodic + RQ * RQ + SE * periodic + periodic + RQ * RQ                   |                       1 |         3.83705 |
| periodic + RQ * RQ * SE + periodic + periodic + RQ * RQ                   |                       1 |         3.23322 |
| periodic + RQ * RQ * SE * periodic + periodic + RQ * RQ                   |                       1 |         2.90458 |
| periodic * RQ + RQ + SE + periodic + periodic + RQ * RQ                   |                       1 |         4.625   |
| periodic * RQ + RQ + SE * periodic + periodic + RQ * RQ                   |                       1 |         3.82962 |
| periodic * RQ + RQ * SE + periodic + periodic + RQ * RQ                   |                       1 |         5.02676 |
| periodic * RQ + RQ * SE * periodic + periodic + RQ * RQ                   |                       1 |         3.75564 |
| periodic * RQ * RQ + SE + periodic + periodic + RQ * RQ                   |                       1 |         5.04621 |
| periodic * RQ * RQ + SE * periodic + periodic + RQ * RQ                   |                       1 |         4.61265 |
| periodic * RQ * RQ * SE * periodic + periodic + RQ * RQ                   |                       1 |         6.96168 |
| periodic + RQ + SE + SE + periodic + periodic + RQ * RQ                   |                       1 |         5.37281 |
| periodic + RQ + SE + SE * periodic + periodic + RQ * RQ                   |                       1 |         2.05039 |
| periodic + RQ + SE * SE + periodic + periodic + RQ * RQ                   |                       1 |         4.92249 |
| periodic + RQ + SE * SE * periodic + periodic + RQ * RQ                   |                       1 |         2.39591 |
| periodic + RQ * SE + SE + periodic + periodic + RQ * RQ                   |                       1 |         4.62014 |
| periodic + RQ * SE + SE * periodic + periodic + RQ * RQ                   |                       1 |         2.00573 |
| periodic + RQ * SE * SE + periodic + periodic + RQ * RQ                   |                       1 |         5.06629 |
| periodic + RQ * SE * SE * periodic + periodic + RQ * RQ                   |                       1 |         2.88841 |
| periodic * RQ + SE + SE + periodic + periodic + RQ * RQ                   |                       1 |         4.60642 |
| periodic * RQ + SE + SE * periodic + periodic + RQ * RQ                   |                       1 |         3.82662 |
| periodic * RQ + SE * SE + periodic + periodic + RQ * RQ                   |                       1 |         5.02509 |
| periodic * RQ + SE * SE * periodic + periodic + RQ * RQ                   |                       1 |         4.60439 |
| periodic * RQ * SE + SE + periodic + periodic + RQ * RQ                   |                       1 |         5.02874 |
| periodic * RQ * SE + SE * periodic + periodic + RQ * RQ                   |                       1 |         4.58976 |
| periodic * RQ * SE * SE * periodic + periodic + RQ * RQ                   |                       1 |         6.91846 |
| periodic + SE + SE + SE + periodic + periodic + RQ * RQ                   |                       1 |         5.41946 |
| periodic + SE + SE + SE * periodic + periodic + RQ * RQ                   |                       1 |         2.45125 |
| periodic + SE + SE * SE + periodic + periodic + RQ * RQ                   |                       1 |         3.04349 |
| periodic + SE + SE * SE * periodic + periodic + RQ * RQ                   |                       1 |         2.52987 |
| periodic + SE * SE + SE * periodic + periodic + RQ * RQ                   |                       1 |         2.14566 |
| periodic + SE * SE * SE + periodic + periodic + RQ * RQ                   |                       1 |         5.09966 |
| periodic + SE * SE * SE * periodic + periodic + RQ * RQ                   |                       1 |         2.90996 |
| periodic * SE + SE + SE * periodic + periodic + RQ * RQ                   |                       1 |         2.00469 |
| periodic * SE + SE * SE * periodic + periodic + RQ * RQ                   |                       1 |         2.84254 |
| periodic * SE * SE * SE * periodic + periodic + RQ * RQ                   |                       1 |         7.15608 |
| RQ + RQ + RQ + RQ + periodic + periodic + RQ * RQ                         |                       1 |         5.41598 |
| RQ + RQ + RQ + RQ * periodic + periodic + RQ * RQ                         |                       1 |         1.76509 |
| RQ + RQ + RQ * RQ + periodic + periodic + RQ * RQ                         |                       1 |         4.60776 |
| RQ + RQ + RQ * RQ * periodic + periodic + RQ * RQ                         |                       1 |         3.83456 |
| RQ + RQ * RQ + RQ * periodic + periodic + RQ * RQ                         |                       1 |         3.80177 |
| RQ + RQ * RQ * RQ + periodic + periodic + RQ * RQ                         |                       1 |         5.01945 |
| RQ + RQ * RQ * RQ * periodic + periodic + RQ * RQ                         |                       1 |         4.60162 |
| RQ * RQ + RQ * RQ + periodic + periodic + RQ * RQ                         |                       1 |         5.02984 |
| RQ * RQ + RQ * RQ * periodic + periodic + RQ * RQ                         |                       1 |         4.59103 |
| RQ * RQ * RQ + RQ * periodic + periodic + RQ * RQ                         |                       1 |         4.55665 |
| RQ * RQ * RQ * RQ + periodic + periodic + RQ * RQ                         |                       1 |         5.70574 |
| RQ * RQ * RQ * RQ * periodic + periodic + RQ * RQ                         |                       1 |         6.98118 |
| RQ + RQ + RQ + SE + periodic + periodic + RQ * RQ                         |                       1 |         6.0724  |
| RQ + RQ + RQ + SE * periodic + periodic + RQ * RQ                         |                       1 |         1.77557 |
| RQ + RQ + RQ * SE + periodic + periodic + RQ * RQ                         |                       1 |         4.88817 |
| RQ + RQ + RQ * SE * periodic + periodic + RQ * RQ                         |                       1 |         4.16875 |
| RQ + RQ * RQ + SE + periodic + periodic + RQ * RQ                         |                       1 |         4.56136 |
| RQ + RQ * RQ + SE * periodic + periodic + RQ * RQ                         |                       1 |         1.97356 |
| RQ + RQ * RQ * SE + periodic + periodic + RQ * RQ                         |                       1 |         5.05474 |
| RQ + RQ * RQ * SE * periodic + periodic + RQ * RQ                         |                       1 |         4.65703 |
| RQ * RQ + RQ * SE + periodic + periodic + RQ * RQ                         |                       1 |         5.03092 |
| RQ * RQ + RQ * SE * periodic + periodic + RQ * RQ                         |                       1 |         2.78776 |
| RQ * RQ * RQ + SE + periodic + periodic + RQ * RQ                         |                       1 |         5.08555 |
| RQ * RQ * RQ + SE * periodic + periodic + RQ * RQ                         |                       1 |         4.60785 |
| RQ * RQ * RQ * SE + periodic + periodic + RQ * RQ                         |                       1 |         5.7234  |
| RQ * RQ * RQ * SE * periodic + periodic + RQ * RQ                         |                       1 |         7.00928 |
| RQ + RQ + SE + SE + periodic + periodic + RQ * RQ                         |                       1 |         5.93708 |
| RQ + RQ + SE + SE * periodic + periodic + RQ * RQ                         |                       1 |         2.01921 |
| RQ + RQ + SE * SE + periodic + periodic + RQ * RQ                         |                       1 |         4.8856  |
| RQ + RQ + SE * SE * periodic + periodic + RQ * RQ                         |                       1 |         4.217   |
| RQ + RQ * SE + SE + periodic + periodic + RQ * RQ                         |                       1 |         4.59731 |
| RQ + RQ * SE + SE * periodic + periodic + RQ * RQ                         |                       1 |         3.85446 |
| RQ + RQ * SE * SE + periodic + periodic + RQ * RQ                         |                       1 |         5.02642 |
| RQ + RQ * SE * SE * periodic + periodic + RQ * RQ                         |                       1 |         4.64276 |
| RQ * RQ + SE + SE + periodic + periodic + RQ * RQ                         |                       1 |         4.57426 |
| RQ * RQ + SE + SE * periodic + periodic + RQ * RQ                         |                       1 |         3.80287 |
| RQ * RQ + SE * SE + periodic + periodic + RQ * RQ                         |                       1 |         5.01018 |
| RQ * RQ + SE * SE * periodic + periodic + RQ * RQ                         |                       1 |         4.58886 |
| RQ * RQ * SE + SE + periodic + periodic + RQ * RQ                         |                       1 |         5.02419 |
| RQ * RQ * SE + SE * periodic + periodic + RQ * RQ                         |                       1 |         4.57509 |
| RQ * RQ * SE * SE + periodic + periodic + RQ * RQ                         |                       1 |         5.70207 |
| RQ * RQ * SE * SE * periodic + periodic + RQ * RQ                         |                       1 |         6.96613 |
| RQ + SE + SE + SE + periodic + periodic + RQ * RQ                         |                       1 |         6.55102 |
| RQ + SE + SE + SE * periodic + periodic + RQ * RQ                         |                       1 |         2.51257 |
| RQ + SE + SE * SE + periodic + periodic + RQ * RQ                         |                       1 |         4.94124 |
| RQ + SE + SE * SE * periodic + periodic + RQ * RQ                         |                       1 |         4.36855 |
| RQ + SE * SE + SE * periodic + periodic + RQ * RQ                         |                       1 |         4.01451 |
| RQ + SE * SE * SE + periodic + periodic + RQ * RQ                         |                       1 |         5.06835 |
| RQ + SE * SE * SE * periodic + periodic + RQ * RQ                         |                       1 |         2.93262 |
| RQ * SE + SE + SE + periodic + periodic + RQ * RQ                         |                       1 |         4.58225 |
| RQ * SE + SE + SE * periodic + periodic + RQ * RQ                         |                       1 |         1.97905 |
| RQ * SE + SE * SE + periodic + periodic + RQ * RQ                         |                       1 |         5.05354 |
| RQ * SE + SE * SE * periodic + periodic + RQ * RQ                         |                       1 |         4.6358  |
| RQ * SE * SE + SE + periodic + periodic + RQ * RQ                         |                       1 |         5.03179 |
| RQ * SE * SE + SE * periodic + periodic + RQ * RQ                         |                       1 |         4.59265 |
| RQ * SE * SE * SE + periodic + periodic + RQ * RQ                         |                       1 |         5.71112 |
| RQ * SE * SE * SE * periodic + periodic + RQ * RQ                         |                       1 |         6.98391 |
| SE + SE + SE + SE + periodic + periodic + RQ * RQ                         |                       1 |        10.1979  |
| SE + SE + SE + SE * periodic + periodic + RQ * RQ                         |                       1 |         4.16427 |
| SE + SE + SE * SE + periodic + periodic + RQ * RQ                         |                       1 |         5.12142 |
| SE + SE + SE * SE * periodic + periodic + RQ * RQ                         |                       1 |         4.66652 |
| SE + SE * SE + SE * periodic + periodic + RQ * RQ                         |                       1 |         4.14115 |
| SE + SE * SE * SE + periodic + periodic + RQ * RQ                         |                       1 |         5.10806 |
| SE + SE * SE * SE * periodic + periodic + RQ * RQ                         |                       1 |         4.82922 |
| SE * SE + SE * SE + periodic + periodic + RQ * RQ                         |                       1 |         5.02205 |
| SE * SE + SE * SE * periodic + periodic + RQ * RQ                         |                       1 |         4.6166  |
| SE * SE * SE + SE * periodic + periodic + RQ * RQ                         |                       1 |         4.56445 |
| SE * SE * SE * SE + periodic + periodic + RQ * RQ                         |                       1 |         5.70298 |
| SE * SE * SE * SE * periodic + periodic + RQ * RQ                         |                       1 |         6.95811 |

| Kernel Combination                                                 |   Initialization Number |   Training Loss |
|--------------------------------------------------------------------|-------------------------|-----------------|
| periodic + periodic + RQ + RQ + SE * periodic + periodic + RQ * RQ |                       1 |         4.19126 |
| periodic * periodic + RQ + RQ + SE * periodic + periodic + RQ * RQ |                       1 |         2.31347 |
| RQ + periodic + RQ + RQ + SE * periodic + periodic + RQ * RQ       |                       1 |         4.3157  |
| RQ * periodic + RQ + RQ + SE * periodic + periodic + RQ * RQ       |                       1 |         1.74176 |
| SE + periodic + RQ + RQ + SE * periodic + periodic + RQ * RQ       |                       1 |         5.36042 |
| SE * periodic + RQ + RQ + SE * periodic + periodic + RQ * RQ       |                       1 |         5.12671 |

